16,1,1,0,20,38,1,1,1,0
23,1,1,1,17,36,0,1,0,0
6,1,1,0,10,30,1,0,1,0
4,0,1,0,6,26,1,0,1,0
14,0,0,0,4,27,1,0,1,1
24,1,1,1,14,30,1,0,1,1
5,1,1,0,8,31,0,1,1,1
12,1,1,0,20,50,0,1,1,1
12,1,1,0,12,50,1,0,1,0
6,1,1,0,10,52,0,1,1,0
28,1,1,1,13,30,0,1,0,1
42,0,0,0,1,47,0,0,0,0
37,0,1,1,16,20,0,0,0,0
31,0,1,0,2,23,0,0,1,0
51,0,1,1,23,42,1,0,1,1
35,0,1,0,25,48,0,1,0,0
27,1,1,1,21,46,0,1,0,1
65,1,0,0,19,32,1,1,1,1
24,1,1,0,19,22,1,0,1,0
40,1,1,0,21,33,1,1,1,0
34,0,0,1,9,23,1,1,1,1
40,1,1,1,10,21,0,0,1,0
35,0,1,1,11,38,1,1,1,1
52,1,0,1,24,49,1,1,0,1
43,0,0,1,20,32,1,1,1,1
56,0,0,1,16,21,0,1,1,0
34,0,0,0,15,23,1,0,1,1
65,0,1,1,10,40,0,1,0,0
48,0,1,1,10,45,0,1,0,1
65,0,1,1,2,22,1,1,0,1
29,1,0,0,25,22,0,1,1,1
37,0,0,0,25,30,1,1,0,1
34,1,0,1,23,40,0,1,0,0
36,1,0,1,23,20,0,1,1,0
39,1,1,1,1,36,1,1,0,1
49,1,0,1,5,47,1,0,1,1
42,1,0,0,17,28,1,0,1,1
57,0,1,1,16,33,1,1,1,1
64,0,1,1,2,22,1,1,1,1
41,1,0,0,12,49,1,1,0,0
